Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"40467","CVE-2009-0023","6.4","Medium","192.168.171.130","tcp","80","Apache 2.2.x < 2.2.12 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.2.x. running on the
remote host is prior to 2.2.12. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer underwrite flaw exists in the
    function 'apr_strmatch_precompile()' in the bundled copy
    of the APR-util library, which could be triggered when
    parsing configuration data to crash the daemon.
    (CVE-2009-0023)

  - A flaw in the mod_proxy_ajp module in version 2.2.11
    only may allow a remote attacker to obtain sensitive
    response data intended for a client that sent an
    earlier POST request with no request body.
    (CVE-2009-1191)

  - The server does not limit the use of directives in a
    .htaccess file as expected based on directives such
    as 'AllowOverride' and 'Options' in the configuration
    file, which could enable a local user to bypass
    security restrictions. (CVE-2009-1195)

  - Failure to properly handle an amount of streamed data
    that exceeds the Content-Length value allows a remote
    attacker to force a proxy process to consume CPU time
    indefinitely when mod_proxy is used in a reverse proxy
    configuration. (CVE-2009-1890)

  - Failure of mod_deflate to stop compressing a file when
    the associated network connection is closed may allow a
    remote attacker to consume large amounts of CPU if
    there is a large (>10 MB) file available that has
    mod_deflate enabled. (CVE-2009-1891)

  - Using a specially crafted XML document with a large
    number of nested entities, a remote attacker may be
    able to consume an excessive amount of memory due to
    a flaw in the bundled expat XML parser used by the
    mod_dav and mod_dav_svn modules. (CVE-2009-1955)

  - There is an off-by-one overflow in the function
    'apr_brigade_vprintf()' in the bundled copy of the
    APR-util library in the way it handles a variable list
    of arguments, which could be leveraged on big-endian
    platforms to perform information disclosure or denial
    of service attacks. (CVE-2009-1956)

Note that Nessus has relied solely on the version in the Server
response header and did not try to check for the issues themselves or
even whether the affected modules are in use.","Upgrade to Apache version 2.2.12 or later. Alternatively, ensure that
the affected modules / directives are not in use.","http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.6
  Installed version : 2.2.6
  Fixed version     : 2.2.12
"
"40467","CVE-2009-1191","6.4","Medium","192.168.171.130","tcp","80","Apache 2.2.x < 2.2.12 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.2.x. running on the
remote host is prior to 2.2.12. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer underwrite flaw exists in the
    function 'apr_strmatch_precompile()' in the bundled copy
    of the APR-util library, which could be triggered when
    parsing configuration data to crash the daemon.
    (CVE-2009-0023)

  - A flaw in the mod_proxy_ajp module in version 2.2.11
    only may allow a remote attacker to obtain sensitive
    response data intended for a client that sent an
    earlier POST request with no request body.
    (CVE-2009-1191)

  - The server does not limit the use of directives in a
    .htaccess file as expected based on directives such
    as 'AllowOverride' and 'Options' in the configuration
    file, which could enable a local user to bypass
    security restrictions. (CVE-2009-1195)

  - Failure to properly handle an amount of streamed data
    that exceeds the Content-Length value allows a remote
    attacker to force a proxy process to consume CPU time
    indefinitely when mod_proxy is used in a reverse proxy
    configuration. (CVE-2009-1890)

  - Failure of mod_deflate to stop compressing a file when
    the associated network connection is closed may allow a
    remote attacker to consume large amounts of CPU if
    there is a large (>10 MB) file available that has
    mod_deflate enabled. (CVE-2009-1891)

  - Using a specially crafted XML document with a large
    number of nested entities, a remote attacker may be
    able to consume an excessive amount of memory due to
    a flaw in the bundled expat XML parser used by the
    mod_dav and mod_dav_svn modules. (CVE-2009-1955)

  - There is an off-by-one overflow in the function
    'apr_brigade_vprintf()' in the bundled copy of the
    APR-util library in the way it handles a variable list
    of arguments, which could be leveraged on big-endian
    platforms to perform information disclosure or denial
    of service attacks. (CVE-2009-1956)

Note that Nessus has relied solely on the version in the Server
response header and did not try to check for the issues themselves or
even whether the affected modules are in use.","Upgrade to Apache version 2.2.12 or later. Alternatively, ensure that
the affected modules / directives are not in use.","http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.6
  Installed version : 2.2.6
  Fixed version     : 2.2.12
"
"40467","CVE-2009-1195","6.4","Medium","192.168.171.130","tcp","80","Apache 2.2.x < 2.2.12 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.2.x. running on the
remote host is prior to 2.2.12. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer underwrite flaw exists in the
    function 'apr_strmatch_precompile()' in the bundled copy
    of the APR-util library, which could be triggered when
    parsing configuration data to crash the daemon.
    (CVE-2009-0023)

  - A flaw in the mod_proxy_ajp module in version 2.2.11
    only may allow a remote attacker to obtain sensitive
    response data intended for a client that sent an
    earlier POST request with no request body.
    (CVE-2009-1191)

  - The server does not limit the use of directives in a
    .htaccess file as expected based on directives such
    as 'AllowOverride' and 'Options' in the configuration
    file, which could enable a local user to bypass
    security restrictions. (CVE-2009-1195)

  - Failure to properly handle an amount of streamed data
    that exceeds the Content-Length value allows a remote
    attacker to force a proxy process to consume CPU time
    indefinitely when mod_proxy is used in a reverse proxy
    configuration. (CVE-2009-1890)

  - Failure of mod_deflate to stop compressing a file when
    the associated network connection is closed may allow a
    remote attacker to consume large amounts of CPU if
    there is a large (>10 MB) file available that has
    mod_deflate enabled. (CVE-2009-1891)

  - Using a specially crafted XML document with a large
    number of nested entities, a remote attacker may be
    able to consume an excessive amount of memory due to
    a flaw in the bundled expat XML parser used by the
    mod_dav and mod_dav_svn modules. (CVE-2009-1955)

  - There is an off-by-one overflow in the function
    'apr_brigade_vprintf()' in the bundled copy of the
    APR-util library in the way it handles a variable list
    of arguments, which could be leveraged on big-endian
    platforms to perform information disclosure or denial
    of service attacks. (CVE-2009-1956)

Note that Nessus has relied solely on the version in the Server
response header and did not try to check for the issues themselves or
even whether the affected modules are in use.","Upgrade to Apache version 2.2.12 or later. Alternatively, ensure that
the affected modules / directives are not in use.","http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.6
  Installed version : 2.2.6
  Fixed version     : 2.2.12
"
"40467","CVE-2009-1890","6.4","Medium","192.168.171.130","tcp","80","Apache 2.2.x < 2.2.12 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.2.x. running on the
remote host is prior to 2.2.12. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer underwrite flaw exists in the
    function 'apr_strmatch_precompile()' in the bundled copy
    of the APR-util library, which could be triggered when
    parsing configuration data to crash the daemon.
    (CVE-2009-0023)

  - A flaw in the mod_proxy_ajp module in version 2.2.11
    only may allow a remote attacker to obtain sensitive
    response data intended for a client that sent an
    earlier POST request with no request body.
    (CVE-2009-1191)

  - The server does not limit the use of directives in a
    .htaccess file as expected based on directives such
    as 'AllowOverride' and 'Options' in the configuration
    file, which could enable a local user to bypass
    security restrictions. (CVE-2009-1195)

  - Failure to properly handle an amount of streamed data
    that exceeds the Content-Length value allows a remote
    attacker to force a proxy process to consume CPU time
    indefinitely when mod_proxy is used in a reverse proxy
    configuration. (CVE-2009-1890)

  - Failure of mod_deflate to stop compressing a file when
    the associated network connection is closed may allow a
    remote attacker to consume large amounts of CPU if
    there is a large (>10 MB) file available that has
    mod_deflate enabled. (CVE-2009-1891)

  - Using a specially crafted XML document with a large
    number of nested entities, a remote attacker may be
    able to consume an excessive amount of memory due to
    a flaw in the bundled expat XML parser used by the
    mod_dav and mod_dav_svn modules. (CVE-2009-1955)

  - There is an off-by-one overflow in the function
    'apr_brigade_vprintf()' in the bundled copy of the
    APR-util library in the way it handles a variable list
    of arguments, which could be leveraged on big-endian
    platforms to perform information disclosure or denial
    of service attacks. (CVE-2009-1956)

Note that Nessus has relied solely on the version in the Server
response header and did not try to check for the issues themselves or
even whether the affected modules are in use.","Upgrade to Apache version 2.2.12 or later. Alternatively, ensure that
the affected modules / directives are not in use.","http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.6
  Installed version : 2.2.6
  Fixed version     : 2.2.12
"
"40467","CVE-2009-1891","6.4","Medium","192.168.171.130","tcp","80","Apache 2.2.x < 2.2.12 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.2.x. running on the
remote host is prior to 2.2.12. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer underwrite flaw exists in the
    function 'apr_strmatch_precompile()' in the bundled copy
    of the APR-util library, which could be triggered when
    parsing configuration data to crash the daemon.
    (CVE-2009-0023)

  - A flaw in the mod_proxy_ajp module in version 2.2.11
    only may allow a remote attacker to obtain sensitive
    response data intended for a client that sent an
    earlier POST request with no request body.
    (CVE-2009-1191)

  - The server does not limit the use of directives in a
    .htaccess file as expected based on directives such
    as 'AllowOverride' and 'Options' in the configuration
    file, which could enable a local user to bypass
    security restrictions. (CVE-2009-1195)

  - Failure to properly handle an amount of streamed data
    that exceeds the Content-Length value allows a remote
    attacker to force a proxy process to consume CPU time
    indefinitely when mod_proxy is used in a reverse proxy
    configuration. (CVE-2009-1890)

  - Failure of mod_deflate to stop compressing a file when
    the associated network connection is closed may allow a
    remote attacker to consume large amounts of CPU if
    there is a large (>10 MB) file available that has
    mod_deflate enabled. (CVE-2009-1891)

  - Using a specially crafted XML document with a large
    number of nested entities, a remote attacker may be
    able to consume an excessive amount of memory due to
    a flaw in the bundled expat XML parser used by the
    mod_dav and mod_dav_svn modules. (CVE-2009-1955)

  - There is an off-by-one overflow in the function
    'apr_brigade_vprintf()' in the bundled copy of the
    APR-util library in the way it handles a variable list
    of arguments, which could be leveraged on big-endian
    platforms to perform information disclosure or denial
    of service attacks. (CVE-2009-1956)

Note that Nessus has relied solely on the version in the Server
response header and did not try to check for the issues themselves or
even whether the affected modules are in use.","Upgrade to Apache version 2.2.12 or later. Alternatively, ensure that
the affected modules / directives are not in use.","http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.6
  Installed version : 2.2.6
  Fixed version     : 2.2.12
"
"40467","CVE-2009-1955","6.4","Medium","192.168.171.130","tcp","80","Apache 2.2.x < 2.2.12 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.2.x. running on the
remote host is prior to 2.2.12. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer underwrite flaw exists in the
    function 'apr_strmatch_precompile()' in the bundled copy
    of the APR-util library, which could be triggered when
    parsing configuration data to crash the daemon.
    (CVE-2009-0023)

  - A flaw in the mod_proxy_ajp module in version 2.2.11
    only may allow a remote attacker to obtain sensitive
    response data intended for a client that sent an
    earlier POST request with no request body.
    (CVE-2009-1191)

  - The server does not limit the use of directives in a
    .htaccess file as expected based on directives such
    as 'AllowOverride' and 'Options' in the configuration
    file, which could enable a local user to bypass
    security restrictions. (CVE-2009-1195)

  - Failure to properly handle an amount of streamed data
    that exceeds the Content-Length value allows a remote
    attacker to force a proxy process to consume CPU time
    indefinitely when mod_proxy is used in a reverse proxy
    configuration. (CVE-2009-1890)

  - Failure of mod_deflate to stop compressing a file when
    the associated network connection is closed may allow a
    remote attacker to consume large amounts of CPU if
    there is a large (>10 MB) file available that has
    mod_deflate enabled. (CVE-2009-1891)

  - Using a specially crafted XML document with a large
    number of nested entities, a remote attacker may be
    able to consume an excessive amount of memory due to
    a flaw in the bundled expat XML parser used by the
    mod_dav and mod_dav_svn modules. (CVE-2009-1955)

  - There is an off-by-one overflow in the function
    'apr_brigade_vprintf()' in the bundled copy of the
    APR-util library in the way it handles a variable list
    of arguments, which could be leveraged on big-endian
    platforms to perform information disclosure or denial
    of service attacks. (CVE-2009-1956)

Note that Nessus has relied solely on the version in the Server
response header and did not try to check for the issues themselves or
even whether the affected modules are in use.","Upgrade to Apache version 2.2.12 or later. Alternatively, ensure that
the affected modules / directives are not in use.","http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.6
  Installed version : 2.2.6
  Fixed version     : 2.2.12
"
"40467","CVE-2009-1956","6.4","Medium","192.168.171.130","tcp","80","Apache 2.2.x < 2.2.12 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.2.x. running on the
remote host is prior to 2.2.12. It is, therefore, affected by the
following vulnerabilities :

  - A heap-based buffer underwrite flaw exists in the
    function 'apr_strmatch_precompile()' in the bundled copy
    of the APR-util library, which could be triggered when
    parsing configuration data to crash the daemon.
    (CVE-2009-0023)

  - A flaw in the mod_proxy_ajp module in version 2.2.11
    only may allow a remote attacker to obtain sensitive
    response data intended for a client that sent an
    earlier POST request with no request body.
    (CVE-2009-1191)

  - The server does not limit the use of directives in a
    .htaccess file as expected based on directives such
    as 'AllowOverride' and 'Options' in the configuration
    file, which could enable a local user to bypass
    security restrictions. (CVE-2009-1195)

  - Failure to properly handle an amount of streamed data
    that exceeds the Content-Length value allows a remote
    attacker to force a proxy process to consume CPU time
    indefinitely when mod_proxy is used in a reverse proxy
    configuration. (CVE-2009-1890)

  - Failure of mod_deflate to stop compressing a file when
    the associated network connection is closed may allow a
    remote attacker to consume large amounts of CPU if
    there is a large (>10 MB) file available that has
    mod_deflate enabled. (CVE-2009-1891)

  - Using a specially crafted XML document with a large
    number of nested entities, a remote attacker may be
    able to consume an excessive amount of memory due to
    a flaw in the bundled expat XML parser used by the
    mod_dav and mod_dav_svn modules. (CVE-2009-1955)

  - There is an off-by-one overflow in the function
    'apr_brigade_vprintf()' in the bundled copy of the
    APR-util library in the way it handles a variable list
    of arguments, which could be leveraged on big-endian
    platforms to perform information disclosure or denial
    of service attacks. (CVE-2009-1956)

Note that Nessus has relied solely on the version in the Server
response header and did not try to check for the issues themselves or
even whether the affected modules are in use.","Upgrade to Apache version 2.2.12 or later. Alternatively, ensure that
the affected modules / directives are not in use.","http://httpd.apache.org/security/vulnerabilities_22.html","
  Version source    : Server: Apache/2.2.6
  Installed version : 2.2.6
  Fixed version     : 2.2.12
"
"41014","CVE-2009-3291","7.5","High","192.168.171.130","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : Server: Apache/2.2.6 (Win32) PHP/5.2.5
  Installed version  : 5.2.5
  Fixed version      : 5.2.11
"
"41014","CVE-2009-3292","7.5","High","192.168.171.130","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : Server: Apache/2.2.6 (Win32) PHP/5.2.5
  Installed version  : 5.2.5
  Fixed version      : 5.2.11
"
"41014","CVE-2009-3293","7.5","High","192.168.171.130","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : Server: Apache/2.2.6 (Win32) PHP/5.2.5
  Installed version  : 5.2.5
  Fixed version      : 5.2.11
"
"41014","CVE-2009-3294","7.5","High","192.168.171.130","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : Server: Apache/2.2.6 (Win32) PHP/5.2.5
  Installed version  : 5.2.5
  Fixed version      : 5.2.11
"
"41014","CVE-2009-4018","7.5","High","192.168.171.130","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : Server: Apache/2.2.6 (Win32) PHP/5.2.5
  Installed version  : 5.2.5
  Fixed version      : 5.2.11
"
"41014","CVE-2009-5016","7.5","High","192.168.171.130","tcp","80","PHP < 5.2.11 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.11.  Such versions may be affected by several
security issues :

  - An unspecified error occurs in certificate validation
    inside 'php_openssl_apply_verification_policy'.

  - An unspecified input validation vulnerability affects
    the color index in 'imagecolortransparent()'.

  - An unspecified input validation vulnerability affects
    exif processing.

  - Calling 'popen()' with an invalid mode can cause a
    crash under Windows. (Bug #44683)

  - An integer overflow in 'xml_utf8_decode()' can make it
    easier to bypass cross-site scripting and SQL injection 
    protection mechanisms using a specially crafted string 
    with a long UTF-8 encoding. (Bug #49687)

  - 'proc_open()' can bypass 'safe_mode_protected_env_vars'.
    (Bug #49026)","Upgrade to PHP version 5.2.11 or later.","http://www.php.net/ChangeLog-5.php#5.2.11
http://www.php.net/releases/5_2_11.php
http://news.php.net/php.internals/45597
http://www.php.net/ChangeLog-5.php#5.2.11","
  Version source     : Server: Apache/2.2.6 (Win32) PHP/5.2.5
  Installed version  : 5.2.5
  Fixed version      : 5.2.11
"
"42052","CVE-2009-2699","7.5","High","192.168.171.130","tcp","80","Apache 2.2.x < 2.2.14 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the 
remote host is prior to 2.2.14. It is, therefore, potentially affected
by multiple vulnerabilities :

  - Faulty error handling in the Solaris pollset support 
    could lead to a denial of service. (CVE-2009-2699)

  - The 'mod_proxy_ftp' module allows remote attackers to 
    bypass intended access restrictions. (CVE-2009-3095)

  - The 'ap_proxy_ftp_handler' function in 
    'modules/proxy/proxy_ftp.c' in the 'mod_proxy_ftp' 
    module allows remote FTP servers to cause a 
    denial of service. (CVE-2009-3094)

Note that the remote web server may not actually be affected by these
vulnerabilities as Nessus did not try to determine whether the affected
modules are in use or check for the issues themselves.","Upgrade to Apache version 2.2.14 or later. Alternatively, ensure that
the affected modules are not in use.","http://www.securityfocus.com/advisories/17947
http://www.securityfocus.com/advisories/17959
http://www.nessus.org/u?e470f137
https://issues.apache.org/bugzilla/show_bug.cgi?id=47645
http://www.nessus.org/u?c34c4eda","
  Version source    : Server: Apache/2.2.6
  Installed version : 2.2.6
  Fixed version     : 2.2.14
"
"42052","CVE-2009-3094","7.5","High","192.168.171.130","tcp","80","Apache 2.2.x < 2.2.14 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the 
remote host is prior to 2.2.14. It is, therefore, potentially affected
by multiple vulnerabilities :

  - Faulty error handling in the Solaris pollset support 
    could lead to a denial of service. (CVE-2009-2699)

  - The 'mod_proxy_ftp' module allows remote attackers to 
    bypass intended access restrictions. (CVE-2009-3095)

  - The 'ap_proxy_ftp_handler' function in 
    'modules/proxy/proxy_ftp.c' in the 'mod_proxy_ftp' 
    module allows remote FTP servers to cause a 
    denial of service. (CVE-2009-3094)

Note that the remote web server may not actually be affected by these
vulnerabilities as Nessus did not try to determine whether the affected
modules are in use or check for the issues themselves.","Upgrade to Apache version 2.2.14 or later. Alternatively, ensure that
the affected modules are not in use.","http://www.securityfocus.com/advisories/17947
http://www.securityfocus.com/advisories/17959
http://www.nessus.org/u?e470f137
https://issues.apache.org/bugzilla/show_bug.cgi?id=47645
http://www.nessus.org/u?c34c4eda","
  Version source    : Server: Apache/2.2.6
  Installed version : 2.2.6
  Fixed version     : 2.2.14
"
"42052","CVE-2009-3095","7.5","High","192.168.171.130","tcp","80","Apache 2.2.x < 2.2.14 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","According to its banner, the version of Apache 2.2.x running on the 
remote host is prior to 2.2.14. It is, therefore, potentially affected
by multiple vulnerabilities :

  - Faulty error handling in the Solaris pollset support 
    could lead to a denial of service. (CVE-2009-2699)

  - The 'mod_proxy_ftp' module allows remote attackers to 
    bypass intended access restrictions. (CVE-2009-3095)

  - The 'ap_proxy_ftp_handler' function in 
    'modules/proxy/proxy_ftp.c' in the 'mod_proxy_ftp' 
    module allows remote FTP servers to cause a 
    denial of service. (CVE-2009-3094)

Note that the remote web server may not actually be affected by these
vulnerabilities as Nessus did not try to determine whether the affected
modules are in use or check for the issues themselves.","Upgrade to Apache version 2.2.14 or later. Alternatively, ensure that
the affected modules are not in use.","http://www.securityfocus.com/advisories/17947
http://www.securityfocus.com/advisories/17959
http://www.nessus.org/u?e470f137
https://issues.apache.org/bugzilla/show_bug.cgi?id=47645
http://www.nessus.org/u?c34c4eda","
  Version source    : Server: Apache/2.2.6
  Installed version : 2.2.6
  Fixed version     : 2.2.14
"
"43351","CVE-2009-3557","6.8","Medium","192.168.171.130","tcp","80","PHP < 5.2.12 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.12.  Such versions may be affected by several
security issues :

  - It is possible to bypass the 'safe_mode' configuration
    setting using 'tempnam()'. (CVE-2009-3557)

  - It is possible to bypass the 'open_basedir' 
    configuration setting using 'posix_mkfifo()'. 
    (CVE-2009-3558)

  - Provided file uploading is enabled (it is by default),
    an attacker can upload files using a POST request with
    'multipart/form-data' content even if the target script
    doesn't actually support file uploads per se.  By 
    supplying a large number (15,000+) of files, an attacker
    could cause the web server to stop responding while it
    processes the file list. (CVE-2009-4017)

  - Missing protection for '$_SESSION' from interrupt
    corruption and improved 'session.save_path' check.
    (CVE-2009-4143)

  - Insufficient input string validation in the 
    'htmlspecialchars()' function. (CVE-2009-4142)","Upgrade to PHP version 5.2.12 or later.","http://www.nessus.org/u?57f2d08f
http://www.php.net/releases/5_2_12.php
http://www.php.net/ChangeLog-5.php#5.2.12","
  Version source     : Server: Apache/2.2.6 (Win32) PHP/5.2.5
  Installed version  : 5.2.5
  Fixed version      : 5.2.12
"
"43351","CVE-2009-3558","6.8","Medium","192.168.171.130","tcp","80","PHP < 5.2.12 Multiple Vulnerabilities","The remote web server uses a version of PHP that is affected by
multiple flaws.","According to its banner, the version of PHP installed on the remote
host is older than 5.2.12.  Such versions may be affected by several
security issues :

  - It is possible to bypass the 'safe_mode' configuration
    setting using 'tempnam()'. (CVE-2009-3557)

  - It is possible to bypass the 'open_basedir' 
    configuration setting using 'posix_mkfifo()'. 
    (CVE-2009-3558)

  - Provided file uploading is enabled (it is by default),
    an attacker can upload files using a POST request with
    'multipart/form-data' content even if the target script
    doesn't actually support file uploads per se.  By 
    supplying a large number (15,000+) of files, an attacker
    could cause the web server to stop responding while it
    processes the file list. (CVE-2009-4017)

  - Missing protection for '$_SESSION' from interrupt
    corruption and improved 'session.save_path' check.
    (CVE-2009-4143)

  - Insufficient input string validation in the 
    'htmlspecialchars()' function. (CVE-2009-4142)","Upgrade to PHP version 5.2.12 or later.","http://www.nessus.org/u?57f2d08f
http://www.php.net/releases/5_2_12.php
http://www.php.net/ChangeLog-5.php#5.2.12","
  Version source     : Server: Apache/2.2.6 (Win32) PHP/5.2.5
  Installed version  : 5.2.5
  Fixed version      : 5.2.12
"
